message,status
"2023-04-14 04:10:22 [main] INFO com.example.UserService - Adding a new user: First Name=Ojas, Last Name=Ganesan, Email=indrajit56@example.com, Age=68",normal
"2023-04-26 00:30:19 [main] INFO com.example.UserService - Adding a new user: First Name=Uthkarsh, Last Name=Bumb, Email=dishanidass@example.com, Age=58",normal
"2023-04-06 04:53:15 [main] INFO com.example.UserService - Adding a new user: First Name=Myra, Last Name=Chad, Email=dhanushgarde@example.com, Age=27",normal
"2023-05-08 19:24:35 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=balabiju@example.org, Age=31",normal
"2023-01-09 05:19:56 [main] INFO com.example.UserService - Adding a new user: First Name=Tejas, Last Name=Khatri, Email=charvi27@example.com, Age=57",normal
"2023-03-15 21:13:55 [main] INFO com.example.UserService - Adding a new user: First Name=Lakshit, Last Name=CONNECT 172.65.27.22 HOME, Email=pranay27@example.org, Age=63",anomaly
"2023-04-22 23:24:50 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=advika40@example.com, Age=32",normal
"2023-02-23 03:33:09 [main] INFO com.example.UserService - Adding a new user: First Name=Alisha, Last Name=null, Email=shayakchadha@example.com, Age=47",normal
"2023-01-27 16:52:44 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=biju84@example.net, Age=43",normal
"2023-05-22 01:05:45 [main] INFO com.example.UserService - Adding a new user: First Name=Indranil, Last Name=Chatterjee, Email=aggarwalnirvi@example.org, Age=36",normal
"2023-01-21 12:30:47 [main] INFO com.example.UserService - Adding a new user: First Name=Himmat, Last Name=Balasubramanian, Email=bhargavavanya@example.org, Age=62",normal
"2023-05-11 23:48:04 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=senguptaaniruddh@example.com, Age=52",normal
"2023-02-23 02:07:37 [main] INFO com.example.UserService - Adding a new user: First Name=Oorja, Last Name=Dutta, Email=ubadal@example.com, Age=25",normal
"2023-03-08 23:42:11 [main] INFO com.example.UserService - Adding a new user: First Name=Sana, Last Name=Char, Email=ganesanmehul@example.net, Age=46",normal
"2023-03-14 03:03:15 [main] INFO com.example.UserService - Adding a new user: First Name=Aradhya, Last Name=CONNECT 172.65.27.22 HOME, Email=nakulsundaram@example.org, Age=36",anomaly
"2023-02-03 13:00:48 [main] INFO com.example.UserService - Adding a new user: First Name=Mohanlal, Last Name=null, Email=misha91@example.com, Age=34",normal
"2023-04-26 10:18:59 [main] INFO com.example.UserService - Adding a new user: First Name=Sumer, Last Name=Badami, Email=amanikothari@example.net, Age=63",normal
"2023-04-09 07:48:24 [main] INFO com.example.UserService - Adding a new user: First Name=Neelofar, Last Name=Kakar, Email=amahajan@example.org, Age=42",normal
"2023-01-27 09:12:12 [main] INFO com.example.UserService - Adding a new user: First Name=Nitya, Last Name=null, Email=kalitaela@example.org, Age=31",normal
"2023-03-08 04:47:32 [main] INFO com.example.UserService - Adding a new user: First Name=Jhanvi, Last Name=Chaudhari, Email=fateh15@example.org, Age=46",normal
"2023-04-03 10:23:28 [main] INFO com.example.UserService - Adding a new user: First Name=Zoya, Last Name=Kumer, Email=esinha@example.net, Age=24",normal
"2023-04-05 17:59:35 [main] INFO com.example.UserService - Adding a new user: First Name=Aniruddh, Last Name=<IMG src=""..""/>, Email=bijuthaker@example.org, Age=22",anomaly
"2023-05-21 17:19:19 [main] INFO com.example.UserService - Adding a new user: First Name=Rania, Last Name=CONNECT 172.65.27.22 HOME, Email=mamootysood@example.org, Age=24",anomaly
"2023-04-27 22:14:36 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=tchaudhry@example.net, Age=57",normal
"2023-01-07 18:13:35 [main] INFO com.example.UserService - Adding a new user: First Name=Adira, Last Name=CONNECT 172.65.27.22 HOME, Email=pari07@example.org, Age=45",anomaly
"2023-05-12 19:57:16 [main] INFO com.example.UserService - Adding a new user: First Name=Zain, Last Name=null, Email=ryan45@example.org, Age=31",normal
"2023-03-17 17:09:37 [main] INFO com.example.UserService - Adding a new user: First Name=Himmat, Last Name=CONNECT 172.65.27.22 HOME, Email=daminimand@example.org, Age=27",anomaly
"2023-01-23 15:52:11 [main] INFO com.example.UserService - Adding a new user: First Name=Shlok, Last Name=CONNECT 172.65.27.22 HOME, Email=samar98@example.net, Age=36",anomaly
"2023-05-28 14:15:30 [main] INFO com.example.UserService - Adding a new user: First Name=Azad, Last Name=CONNECT 172.65.27.22 HOME, Email=purabkorpal@example.com, Age=55",anomaly
"2023-04-12 23:02:29 [main] INFO com.example.UserService - Adding a new user: First Name=Badal, Last Name=Swamy, Email=bhavsarmahika@example.com, Age=30",normal
"2023-01-09 15:44:07 [main] INFO com.example.UserService - Adding a new user: First Name=Hunar, Last Name=Rajagopal, Email=adahkata@example.net, Age=43",normal
"2023-01-17 17:03:29 [main] INFO com.example.UserService - Adding a new user: First Name=Suhana, Last Name=Dey, Email=hrishita27@example.org, Age=47",normal
"2023-01-08 04:37:28 [main] INFO com.example.UserService - Adding a new user: First Name=Kaira, Last Name=<IMG src=""..""/>, Email=ehsaanravel@example.org, Age=46",anomaly
"2023-04-24 07:20:44 [main] INFO com.example.UserService - Adding a new user: First Name=Tiya, Last Name=CONNECT 172.65.27.22 HOME, Email=uthkarsh86@example.net, Age=65",anomaly
"2023-04-11 05:51:25 [main] INFO com.example.UserService - Adding a new user: First Name=Piya, Last Name=Kanda, Email=zkade@example.com, Age=48",normal
"2023-02-02 17:58:33 [main] INFO com.example.UserService - Adding a new user: First Name=Yasmin, Last Name=Gade, Email=gbasu@example.com, Age=50",normal
"2023-01-29 11:02:23 [main] INFO com.example.UserService - Adding a new user: First Name=Farhan, Last Name=CONNECT 172.65.27.22 HOME, Email=tushargarg@example.org, Age=48",anomaly
"2023-04-26 03:14:10 [main] INFO com.example.UserService - Adding a new user: First Name=Tara, Last Name=Wali, Email=kumervivaan@example.com, Age=28",normal
"2023-05-10 14:12:22 [main] INFO com.example.UserService - Adding a new user: First Name=Kabir, Last Name=Sood, Email=anahi99@example.net, Age=62",normal
"2023-05-01 02:49:37 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=CONNECT 172.65.27.22 HOME, Email=xandra@example.com, Age=30",anomaly
"2023-02-22 10:18:04 [main] INFO com.example.UserService - Adding a new user: First Name=Zara, Last Name=Kohli, Email=madhup24@example.net, Age=32",normal
"2023-05-18 05:11:01 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Solanki, Email=mehul22@example.net, Age=61",normal
"2023-01-01 04:53:47 [main] INFO com.example.UserService - Adding a new user: First Name=Aarush, Last Name=Venkataraman, Email=cdeol@example.com, Age=62",normal
"2023-04-14 10:51:15 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Saxena, Email=sluthra@example.org, Age=34",normal
"2023-03-17 09:36:15 [main] INFO com.example.UserService - Adding a new user: First Name=Inaaya , Last Name=CONNECT 172.65.27.22 HOME, Email=mannat53@example.com, Age=65",anomaly
"2023-02-17 20:12:21 [main] INFO com.example.UserService - Adding a new user: First Name=Kaira, Last Name=Gulati, Email=madhav72@example.net, Age=50",normal
"2023-02-13 09:07:09 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Saini, Email=wahluwalia@example.net, Age=22",normal
"2023-05-02 03:56:15 [main] INFO com.example.UserService - Adding a new user: First Name=Rohan, Last Name=CONNECT 172.65.27.22 HOME, Email=elakshisandhu@example.org, Age=33",anomaly
"2023-01-23 16:00:27 [main] INFO com.example.UserService - Adding a new user: First Name=Ishita, Last Name=Sharma, Email=kiara79@example.net, Age=60",normal
"2023-02-09 18:13:27 [main] INFO com.example.UserService - Adding a new user: First Name=Fateh, Last Name=Aggarwal, Email=nitara32@example.com, Age=50",normal
"2023-05-29 01:08:03 [main] INFO com.example.UserService - Adding a new user: First Name=Taimur, Last Name=null, Email=aarushsetty@example.org, Age=54",normal
"2023-03-28 13:10:04 [main] INFO com.example.UserService - Adding a new user: First Name=Gatik, Last Name=<IMG src=""..""/>, Email=bahlmahika@example.org, Age=33",anomaly
"2023-03-11 21:48:47 [main] INFO com.example.UserService - Adding a new user: First Name=Vritika, Last Name=Bera, Email=hanshchaudhry@example.com, Age=59",normal
"2023-03-15 16:20:47 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=benpari@example.net, Age=42",normal
"2023-04-12 20:26:31 [main] INFO com.example.UserService - Adding a new user: First Name=Veer, Last Name=CONNECT 172.65.27.22 HOME, Email=siyadate@example.com, Age=61",anomaly
"2023-03-29 22:24:58 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=ambleonkar@example.org, Age=53",normal
"2023-03-13 14:32:25 [main] INFO com.example.UserService - Adding a new user: First Name=Jivin, Last Name=<IMG src=""..""/>, Email=charviwadhwa@example.org, Age=51",anomaly
"2023-03-04 05:01:02 [main] INFO com.example.UserService - Adding a new user: First Name=Nitara, Last Name=null, Email=ebora@example.net, Age=49",normal
"2023-02-20 16:11:53 [main] INFO com.example.UserService - Adding a new user: First Name=Hunar, Last Name=Kale, Email=kabirmander@example.net, Age=36",normal
"2023-01-14 14:18:55 [main] INFO com.example.UserService - Adding a new user: First Name=Mahika, Last Name=Bhavsar, Email=ekumar@example.org, Age=23",normal
"2023-02-23 02:27:09 [main] INFO com.example.UserService - Adding a new user: First Name=Pranay, Last Name=Rajagopal, Email=rkant@example.com, Age=58",normal
"2023-01-07 07:35:33 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=ghosharadhya@example.com, Age=30",normal
"2023-05-10 07:52:44 [main] INFO com.example.UserService - Adding a new user: First Name=Khushi, Last Name=Karpe, Email=esarraf@example.com, Age=18",normal
"2023-02-21 23:13:22 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Mann, Email=xissac@example.org, Age=21",normal
"2023-05-08 16:41:40 [main] INFO com.example.UserService - Adding a new user: First Name=Sahil, Last Name=Gera, Email=hansh10@example.com, Age=31",normal
"2023-04-15 19:37:24 [main] INFO com.example.UserService - Adding a new user: First Name=Samaira, Last Name=Hayre, Email=mishti14@example.org, Age=18",normal
"2023-03-07 18:58:01 [main] INFO com.example.UserService - Adding a new user: First Name=Khushi, Last Name=Sastry, Email=bhatnagardivit@example.net, Age=69",normal
"2023-04-14 05:30:13 [main] INFO com.example.UserService - Adding a new user: First Name=Eva, Last Name=Gade, Email=basakpriyansh@example.com, Age=69",normal
"2023-05-18 20:02:24 [main] INFO com.example.UserService - Adding a new user: First Name=Manjari, Last Name=null, Email=choprahansh@example.com, Age=26",normal
"2023-02-18 23:37:35 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=CONNECT 172.65.27.22 HOME, Email=vdhawan@example.org, Age=67",anomaly
"2023-04-11 13:50:31 [main] INFO com.example.UserService - Adding a new user: First Name=Kiara, Last Name=Kota, Email=choudhrybadal@example.com, Age=18",normal
"2023-02-12 06:41:20 [main] INFO com.example.UserService - Adding a new user: First Name=Samaira, Last Name=Wagle, Email=madhupbassi@example.net, Age=38",normal
"2023-02-25 23:25:29 [main] INFO com.example.UserService - Adding a new user: First Name=Samiha, Last Name=CONNECT 172.65.27.22 HOME, Email=deolarhaan@example.org, Age=67",anomaly
"2023-05-21 07:32:45 [main] INFO com.example.UserService - Adding a new user: First Name=Kiara, Last Name=Lalla, Email=myratara@example.org, Age=49",normal
"2023-01-29 19:54:28 [main] INFO com.example.UserService - Adding a new user: First Name=Nishith, Last Name=Bhargava, Email=inaaya-brahmbhatt@example.net, Age=41",normal
"2023-02-18 14:53:32 [main] INFO com.example.UserService - Adding a new user: First Name=Adira, Last Name=CONNECT 172.65.27.22 HOME, Email=riaandeshpande@example.com, Age=49",anomaly
"2023-02-25 09:00:35 [main] INFO com.example.UserService - Adding a new user: First Name=Anahita, Last Name=<IMG src=""..""/>, Email=mirayadua@example.com, Age=35",anomaly
"2023-03-19 20:35:33 [main] INFO com.example.UserService - Adding a new user: First Name=Kanav, Last Name=Upadhyay, Email=advik80@example.org, Age=21",normal
"2023-01-06 16:23:13 [main] INFO com.example.UserService - Adding a new user: First Name=Dhruv, Last Name=<IMG src=""..""/>, Email=sarachanda@example.net, Age=69",anomaly
"2023-03-13 17:28:15 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Rama, Email=aarna13@example.org, Age=29",normal
"2023-03-25 14:08:55 [main] INFO com.example.UserService - Adding a new user: First Name=Samaira, Last Name=CONNECT 172.65.27.22 HOME, Email=mahikasavant@example.com, Age=24",anomaly
"2023-05-05 21:22:35 [main] INFO com.example.UserService - Adding a new user: First Name=Manikya, Last Name=Ramakrishnan, Email=dadapihu@example.org, Age=45",normal
"2023-03-11 23:33:41 [main] INFO com.example.UserService - Adding a new user: First Name=Kabir, Last Name=Tank, Email=magarela@example.com, Age=23",normal
"2023-05-16 23:14:35 [main] INFO com.example.UserService - Adding a new user: First Name=Aarna, Last Name=Sankaran, Email=hanshsavant@example.org, Age=43",normal
"2023-02-16 03:29:35 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Bhakta, Email=reyansh94@example.com, Age=57",normal
"2023-02-20 03:52:56 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=CONNECT 172.65.27.22 HOME, Email=anahita19@example.org, Age=37",anomaly
"2023-05-03 21:35:07 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Loke, Email=anaya52@example.net, Age=60",normal
"2023-04-20 02:31:01 [main] INFO com.example.UserService - Adding a new user: First Name=Purab, Last Name=Kalla, Email=chakrabortyshlok@example.net, Age=34",normal
"2023-04-30 04:04:18 [main] INFO com.example.UserService - Adding a new user: First Name=Darshit, Last Name=Tak, Email=bumbonkar@example.com, Age=26",normal
"2023-05-02 08:52:43 [main] INFO com.example.UserService - Adding a new user: First Name=Aradhya, Last Name=CONNECT 172.65.27.22 HOME, Email=anikaagate@example.org, Age=30",anomaly
"2023-03-24 05:47:40 [main] INFO com.example.UserService - Adding a new user: First Name=Hansh, Last Name=Banik, Email=farhan99@example.net, Age=32",normal
"2023-02-17 21:33:27 [main] INFO com.example.UserService - Adding a new user: First Name=Shlok, Last Name=CONNECT 172.65.27.22 HOME, Email=nbutala@example.org, Age=54",anomaly
"2023-04-15 15:20:08 [main] INFO com.example.UserService - Adding a new user: First Name=Shanaya, Last Name=Tailor, Email=shethinaaya@example.org, Age=30",normal
"2023-05-10 13:06:03 [main] INFO com.example.UserService - Adding a new user: First Name=Vihaan, Last Name=CONNECT 172.65.27.22 HOME, Email=amiramadan@example.org, Age=53",anomaly
"2023-04-09 21:48:17 [main] INFO com.example.UserService - Adding a new user: First Name=Sara, Last Name=CONNECT 172.65.27.22 HOME, Email=divitranganathan@example.net, Age=39",anomaly
"2023-04-30 23:57:40 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=bhamini53@example.net, Age=58",normal
"2023-05-15 22:47:26 [main] INFO com.example.UserService - Adding a new user: First Name=Taimur, Last Name=Wagle, Email=chahalshayak@example.org, Age=47",normal
"2023-01-16 00:40:06 [main] INFO com.example.UserService - Adding a new user: First Name=Drishya, Last Name=<IMG src=""..""/>, Email=swamyivana@example.net, Age=65",anomaly
"2023-05-23 23:13:41 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=aaravbahl@example.org, Age=25",normal
"2023-01-27 17:03:54 [main] INFO com.example.UserService - Adding a new user: First Name=Bhavin, Last Name=Viswanathan, Email=dalalbhavin@example.net, Age=33",normal
"2023-01-24 09:26:47 [main] INFO com.example.UserService - Adding a new user: First Name=Aayush, Last Name=Batta, Email=parinaaz56@example.org, Age=29",normal
"2023-02-06 08:31:34 [main] INFO com.example.UserService - Adding a new user: First Name=Vivaan, Last Name=Sagar, Email=mallickmanjari@example.org, Age=50",normal
"2023-01-11 23:31:12 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Tripathi, Email=dsoman@example.com, Age=19",normal
"2023-01-05 18:22:14 [main] INFO com.example.UserService - Adding a new user: First Name=Mehul, Last Name=Thaman, Email=bijutara@example.com, Age=43",normal
"2023-03-12 15:40:02 [main] INFO com.example.UserService - Adding a new user: First Name=Arnav, Last Name=CONNECT 172.65.27.22 HOME, Email=trisha20@example.com, Age=68",anomaly
"2023-01-20 01:49:32 [main] INFO com.example.UserService - Adding a new user: First Name=Dhanush, Last Name=CONNECT 172.65.27.22 HOME, Email=odhingra@example.org, Age=68",anomaly
"2023-02-28 16:37:41 [main] INFO com.example.UserService - Adding a new user: First Name=Shamik, Last Name=Bumb, Email=siya06@example.com, Age=25",normal
"2023-02-06 11:53:09 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=jravel@example.net, Age=36",normal
"2023-04-30 07:34:53 [main] INFO com.example.UserService - Adding a new user: First Name=Reyansh, Last Name=Bajwa, Email=samihadey@example.com, Age=50",normal
"2023-05-09 04:24:02 [main] INFO com.example.UserService - Adding a new user: First Name=Vedika, Last Name=Sidhu, Email=wsura@example.net, Age=34",normal
"2023-04-03 15:37:06 [main] INFO com.example.UserService - Adding a new user: First Name=Raghav, Last Name=Dani, Email=amiraanne@example.net, Age=32",normal
"2023-02-26 17:06:15 [main] INFO com.example.UserService - Adding a new user: First Name=Saira, Last Name=Baral, Email=tgaba@example.com, Age=32",normal
"2023-05-30 19:08:57 [main] INFO com.example.UserService - Adding a new user: First Name=Anaya, Last Name=<IMG src=""..""/>, Email=chandraadvika@example.net, Age=62",anomaly
"2023-02-07 11:42:10 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Wagle, Email=divyansh87@example.org, Age=48",normal
"2023-01-04 05:38:18 [main] INFO com.example.UserService - Adding a new user: First Name=Jayan, Last Name=Sahni, Email=nakultak@example.com, Age=44",normal
"2023-03-11 10:19:01 [main] INFO com.example.UserService - Adding a new user: First Name=Ahana , Last Name=Bail, Email=grovershray@example.org, Age=34",normal
"2023-04-15 07:46:59 [main] INFO com.example.UserService - Adding a new user: First Name=Hiran, Last Name=Zachariah, Email=umang52@example.com, Age=57",normal
"2023-04-21 04:51:26 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=aarush29@example.net, Age=40",normal
"2023-01-21 13:14:40 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=raghav96@example.com, Age=40",normal
"2023-05-27 19:00:36 [main] INFO com.example.UserService - Adding a new user: First Name=Hazel, Last Name=Bajaj, Email=thakurtushar@example.com, Age=36",normal
"2023-01-26 10:19:14 [main] INFO com.example.UserService - Adding a new user: First Name=Veer, Last Name=Dada, Email=bhandaritaran@example.com, Age=64",normal
"2023-02-25 02:54:07 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Chakrabarti, Email=bhattuthkarsh@example.com, Age=48",normal
"2023-01-28 16:47:27 [main] INFO com.example.UserService - Adding a new user: First Name=Kavya, Last Name=Singhal, Email=charlavanya@example.org, Age=67",normal
"2023-05-18 07:00:39 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=kavyaramesh@example.org, Age=29",normal
"2023-05-04 03:24:06 [main] INFO com.example.UserService - Adding a new user: First Name=Kismat, Last Name=Tata, Email=shayak78@example.net, Age=52",normal
"2023-04-10 11:45:26 [main] INFO com.example.UserService - Adding a new user: First Name=Hridaan, Last Name=CONNECT 172.65.27.22 HOME, Email=krege@example.com, Age=35",anomaly
"2023-05-09 19:37:43 [main] INFO com.example.UserService - Adding a new user: First Name=Shlok, Last Name=CONNECT 172.65.27.22 HOME, Email=balankismat@example.org, Age=47",anomaly
"2023-04-28 16:21:15 [main] INFO com.example.UserService - Adding a new user: First Name=Purab, Last Name=Kalla, Email=jiya32@example.net, Age=21",normal
"2023-01-26 17:41:51 [main] INFO com.example.UserService - Adding a new user: First Name=Emir, Last Name=Doshi, Email=amiraarya@example.net, Age=30",normal
"2023-04-05 19:43:42 [main] INFO com.example.UserService - Adding a new user: First Name=Taimur, Last Name=Chhabra, Email=rajualia@example.com, Age=51",normal
"2023-04-03 21:05:56 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=fmangat@example.com, Age=30",normal
"2023-05-01 01:04:50 [main] INFO com.example.UserService - Adding a new user: First Name=Sumer, Last Name=Ramachandran, Email=varghesevanya@example.org, Age=65",normal
"2023-02-03 10:32:59 [main] INFO com.example.UserService - Adding a new user: First Name=Eva, Last Name=Sankaran, Email=rkhalsa@example.net, Age=48",normal
"2023-03-02 06:59:09 [main] INFO com.example.UserService - Adding a new user: First Name=Raghav, Last Name=null, Email=onkar71@example.com, Age=63",normal
"2023-04-02 06:50:27 [main] INFO com.example.UserService - Adding a new user: First Name=Pari, Last Name=Mannan, Email=gbalan@example.net, Age=25",normal
"2023-03-29 20:24:40 [main] INFO com.example.UserService - Adding a new user: First Name=Biju, Last Name=CONNECT 172.65.27.22 HOME, Email=jsagar@example.org, Age=66",anomaly
"2023-05-30 04:00:12 [main] INFO com.example.UserService - Adding a new user: First Name=Charvi, Last Name=CONNECT 172.65.27.22 HOME, Email=seshadrisana@example.org, Age=42",anomaly
"2023-03-08 00:24:16 [main] INFO com.example.UserService - Adding a new user: First Name=Parinaaz, Last Name=CONNECT 172.65.27.22 HOME, Email=kavyaamble@example.net, Age=65",anomaly
"2023-03-06 01:07:00 [main] INFO com.example.UserService - Adding a new user: First Name=Madhup, Last Name=Viswanathan, Email=siya71@example.org, Age=36",normal
"2023-03-16 13:28:14 [main] INFO com.example.UserService - Adding a new user: First Name=Parinaaz, Last Name=Bhatia, Email=sarafindranil@example.com, Age=64",normal
"2023-01-13 05:44:40 [main] INFO com.example.UserService - Adding a new user: First Name=Miraya, Last Name=Magar, Email=guhalakshit@example.org, Age=62",normal
"2023-03-05 03:00:15 [main] INFO com.example.UserService - Adding a new user: First Name=Neysa, Last Name=Tak, Email=adira74@example.net, Age=27",normal
"2023-03-17 13:48:04 [main] INFO com.example.UserService - Adding a new user: First Name=Darshit, Last Name=Bhakta, Email=anay24@example.com, Age=61",normal
"2023-01-25 21:13:16 [main] INFO com.example.UserService - Adding a new user: First Name=Nitara, Last Name=Kakar, Email=uchandra@example.org, Age=34",normal
"2023-05-25 11:07:02 [main] INFO com.example.UserService - Adding a new user: First Name=Nishith, Last Name=Date, Email=hunargoda@example.net, Age=36",normal
"2023-02-24 13:55:58 [main] INFO com.example.UserService - Adding a new user: First Name=Aradhya, Last Name=null, Email=ayesha33@example.org, Age=47",normal
"2023-01-10 02:07:50 [main] INFO com.example.UserService - Adding a new user: First Name=Indrajit, Last Name=CONNECT 172.65.27.22 HOME, Email=banerjeenayantara@example.com, Age=63",anomaly
"2023-02-12 08:44:12 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=CONNECT 172.65.27.22 HOME, Email=basakriaan@example.org, Age=23",anomaly
"2023-03-09 09:48:47 [main] INFO com.example.UserService - Adding a new user: First Name=Kimaya, Last Name=Desai, Email=mishaganesan@example.net, Age=33",normal
"2023-03-08 22:57:52 [main] INFO com.example.UserService - Adding a new user: First Name=Indrajit, Last Name=null, Email=saira15@example.org, Age=51",normal
"2023-05-04 17:47:20 [main] INFO com.example.UserService - Adding a new user: First Name=Mishti, Last Name=Andra, Email=drishyatoor@example.org, Age=53",normal
"2023-04-03 12:07:26 [main] INFO com.example.UserService - Adding a new user: First Name=Mishti, Last Name=null, Email=waglevivaan@example.com, Age=31",normal
"2023-03-13 05:31:17 [main] INFO com.example.UserService - Adding a new user: First Name=Mahika, Last Name=Lalla, Email=khushikala@example.net, Age=55",normal
"2023-05-23 11:03:14 [main] INFO com.example.UserService - Adding a new user: First Name=Advik, Last Name=Amble, Email=dloyal@example.com, Age=37",normal
"2023-01-23 13:07:47 [main] INFO com.example.UserService - Adding a new user: First Name=Shaan, Last Name=CONNECT 172.65.27.22 HOME, Email=wallatrisha@example.net, Age=29",anomaly
"2023-03-31 02:24:27 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=aayush73@example.com, Age=54",normal
"2023-03-10 23:26:13 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Lad, Email=routvihaan@example.org, Age=56",normal
"2023-05-19 02:49:10 [main] INFO com.example.UserService - Adding a new user: First Name=Arhaan, Last Name=<IMG src=""..""/>, Email=raunak56@example.com, Age=21",anomaly
"2023-02-13 15:55:48 [main] INFO com.example.UserService - Adding a new user: First Name=Prisha, Last Name=Seshadri, Email=jhanvi58@example.org, Age=19",normal
