message,status
"2023-05-31 08:41:54 [main] INFO com.example.UserService - Adding a new user: First Name=Navya, Last Name=CONNECT 172.65.27.22 HOME, Email=kotapurab@example.net, Age=67",anomaly
"2023-03-01 19:59:52 [main] INFO com.example.UserService - Adding a new user: First Name=Ishita, Last Name=Sura, Email=nirvaan98@example.org, Age=51",normal
"2023-02-07 21:43:49 [main] INFO com.example.UserService - Adding a new user: First Name=Divit, Last Name=Kaur, Email=aarna79@example.com, Age=46",normal
"2023-04-28 01:13:50 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Garde, Email=alia02@example.net, Age=33",normal
"2023-02-25 07:48:08 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=samiha14@example.org, Age=61",normal
"2023-03-06 01:54:52 [main] INFO com.example.UserService - Adding a new user: First Name=Myra, Last Name=Bhatt, Email=duberiya@example.net, Age=30",normal
"2023-05-21 03:43:38 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=saranpari@example.com, Age=51",normal
"2023-03-06 12:21:24 [main] INFO com.example.UserService - Adding a new user: First Name=Ehsaan, Last Name=Srinivasan, Email=indrans73@example.com, Age=62",normal
"2023-03-05 04:43:48 [main] INFO com.example.UserService - Adding a new user: First Name=Tara, Last Name=Kakar, Email=lshenoy@example.org, Age=50",normal
"2023-01-23 17:32:50 [main] INFO com.example.UserService - Adding a new user: First Name=Kismat, Last Name=CONNECT 172.65.27.22 HOME, Email=araman@example.org, Age=62",anomaly
"2023-04-17 01:50:27 [main] INFO com.example.UserService - Adding a new user: First Name=Ivana, Last Name=null, Email=ibalay@example.com, Age=45",normal
"2023-05-09 07:06:15 [main] INFO com.example.UserService - Adding a new user: First Name=Vanya, Last Name=CONNECT 172.65.27.22 HOME, Email=joshisara@example.com, Age=56",anomaly
"2023-04-29 18:13:57 [main] INFO com.example.UserService - Adding a new user: First Name=Divit, Last Name=<IMG src=""..""/>, Email=armaan08@example.org, Age=66",anomaly
"2023-04-23 10:41:20 [main] INFO com.example.UserService - Adding a new user: First Name=Trisha, Last Name=Kadakia, Email=anahita22@example.org, Age=18",normal
"2023-04-24 12:41:23 [main] INFO com.example.UserService - Adding a new user: First Name=Eshani, Last Name=<IMG src=""..""/>, Email=nayantara40@example.net, Age=65",anomaly
"2023-05-17 14:12:07 [main] INFO com.example.UserService - Adding a new user: First Name=Shayak, Last Name=<IMG src=""..""/>, Email=ahluwalialavanya@example.org, Age=67",anomaly
"2023-01-24 18:46:47 [main] INFO com.example.UserService - Adding a new user: First Name=Aarna, Last Name=Kapadia, Email=uloyal@example.org, Age=35",normal
"2023-04-22 23:17:15 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=shettyjivika@example.net, Age=41",normal
"2023-01-11 06:26:19 [main] INFO com.example.UserService - Adding a new user: First Name=Umang, Last Name=Dani, Email=vaibhavagrawal@example.net, Age=22",normal
"2023-04-15 01:46:44 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Solanki, Email=nsubramaniam@example.net, Age=43",normal
"2023-04-17 07:33:20 [main] INFO com.example.UserService - Adding a new user: First Name=Lakshay, Last Name=Bhardwaj, Email=yuvraj-ramaswamy@example.net, Age=26",normal
"2023-01-19 12:46:11 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=tbali@example.com, Age=41",normal
"2023-05-10 01:55:44 [main] INFO com.example.UserService - Adding a new user: First Name=Anvi, Last Name=null, Email=umangbedi@example.net, Age=45",normal
"2023-03-07 22:02:23 [main] INFO com.example.UserService - Adding a new user: First Name=Manikya, Last Name=Ram, Email=dhanukkaran@example.net, Age=56",normal
"2023-04-27 16:25:51 [main] INFO com.example.UserService - Adding a new user: First Name=Kabir, Last Name=Kota, Email=advikasharma@example.net, Age=70",normal
"2023-01-17 21:10:38 [main] INFO com.example.UserService - Adding a new user: First Name=Piya, Last Name=Chatterjee, Email=divit54@example.org, Age=42",normal
"2023-03-17 21:08:55 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=maharajriya@example.com, Age=51",normal
"2023-01-07 05:47:00 [main] INFO com.example.UserService - Adding a new user: First Name=Abram, Last Name=CONNECT 172.65.27.22 HOME, Email=mannat53@example.com, Age=55",anomaly
"2023-01-29 09:12:35 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=alisha71@example.com, Age=58",normal
"2023-02-24 02:27:53 [main] INFO com.example.UserService - Adding a new user: First Name=Renee, Last Name=Sabharwal, Email=charvi54@example.org, Age=57",normal
"2023-02-24 21:15:16 [main] INFO com.example.UserService - Adding a new user: First Name=Misha, Last Name=Vora, Email=ybala@example.org, Age=27",normal
"2023-01-06 18:44:20 [main] INFO com.example.UserService - Adding a new user: First Name=Khushi, Last Name=Rana, Email=miraya64@example.net, Age=63",normal
"2023-01-01 02:34:51 [main] INFO com.example.UserService - Adding a new user: First Name=Lagan, Last Name=Khalsa, Email=ojas43@example.org, Age=35",normal
"2023-02-19 16:15:12 [main] INFO com.example.UserService - Adding a new user: First Name=Dishani, Last Name=Sehgal, Email=zoya06@example.net, Age=44",normal
"2023-03-05 19:08:14 [main] INFO com.example.UserService - Adding a new user: First Name=Ahana , Last Name=Ratta, Email=htella@example.com, Age=42",normal
"2023-02-21 16:49:23 [main] INFO com.example.UserService - Adding a new user: First Name=Aradhya, Last Name=Cherian, Email=jsrivastava@example.org, Age=47",normal
"2023-03-29 02:02:53 [main] INFO com.example.UserService - Adding a new user: First Name=Tushar, Last Name=CONNECT 172.65.27.22 HOME, Email=ojas90@example.com, Age=29",anomaly
"2023-01-31 13:40:35 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Bora, Email=bhardwajvanya@example.com, Age=46",normal
"2023-05-29 12:15:56 [main] INFO com.example.UserService - Adding a new user: First Name=Aradhya, Last Name=Reddy, Email=ovaidya@example.net, Age=29",normal
"2023-02-06 07:11:59 [main] INFO com.example.UserService - Adding a new user: First Name=Madhav, Last Name=<IMG src=""..""/>, Email=gbaral@example.net, Age=18",anomaly
"2023-04-21 17:30:16 [main] INFO com.example.UserService - Adding a new user: First Name=Armaan, Last Name=Magar, Email=dishanisidhu@example.org, Age=60",normal
"2023-03-07 00:40:14 [main] INFO com.example.UserService - Adding a new user: First Name=Tanya, Last Name=Magar, Email=saranuthkarsh@example.net, Age=45",normal
"2023-01-06 06:47:40 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=mehul89@example.org, Age=34",normal
"2023-03-11 01:45:07 [main] INFO com.example.UserService - Adding a new user: First Name=Zara, Last Name=Shetty, Email=behlgokul@example.org, Age=42",normal
"2023-04-26 20:59:54 [main] INFO com.example.UserService - Adding a new user: First Name=Amira, Last Name=Dugar, Email=nayantara20@example.net, Age=24",normal
"2023-05-03 01:26:57 [main] INFO com.example.UserService - Adding a new user: First Name=Krish, Last Name=Vala, Email=shuklaprisha@example.com, Age=65",normal
"2023-04-27 09:05:05 [main] INFO com.example.UserService - Adding a new user: First Name=Nayantara, Last Name=Rau, Email=agrawalmadhav@example.net, Age=59",normal
"2023-01-03 21:36:15 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Rajagopal, Email=mallicknayantara@example.net, Age=43",normal
"2023-03-19 02:50:08 [main] INFO com.example.UserService - Adding a new user: First Name=Misha, Last Name=Borde, Email=lallrasha@example.com, Age=60",normal
"2023-02-25 21:40:10 [main] INFO com.example.UserService - Adding a new user: First Name=Sana, Last Name=Kaur, Email=rbose@example.net, Age=65",normal
"2023-03-05 15:12:35 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=piya28@example.com, Age=63",normal
"2023-03-06 11:24:11 [main] INFO com.example.UserService - Adding a new user: First Name=Dharmajan, Last Name=Ray, Email=ysharma@example.org, Age=44",normal
"2023-05-05 19:15:00 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=romilhalder@example.org, Age=57",normal
"2023-03-18 14:00:32 [main] INFO com.example.UserService - Adding a new user: First Name=Madhav, Last Name=Badal, Email=venkataramandivij@example.com, Age=56",normal
"2023-01-15 02:24:22 [main] INFO com.example.UserService - Adding a new user: First Name=Nakul, Last Name=Kothari, Email=akumer@example.org, Age=51",normal
"2023-01-20 05:36:39 [main] INFO com.example.UserService - Adding a new user: First Name=Indranil, Last Name=Dar, Email=adhaliwal@example.net, Age=20",normal
"2023-02-09 20:38:53 [main] INFO com.example.UserService - Adding a new user: First Name=Aaryahi, Last Name=Goel, Email=gkeer@example.org, Age=31",normal
"2023-01-12 14:43:01 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=Mane, Email=rajantarini@example.net, Age=30",normal
"2023-05-11 02:17:30 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=rattanitara@example.net, Age=38",normal
"2023-05-28 02:27:53 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=kartikvarughese@example.org, Age=47",normal
"2023-05-13 00:07:02 [main] INFO com.example.UserService - Adding a new user: First Name=Ishita, Last Name=Maharaj, Email=shaanraja@example.net, Age=50",normal
"2023-05-13 05:18:12 [main] INFO com.example.UserService - Adding a new user: First Name=Shayak, Last Name=<IMG src=""..""/>, Email=amanimani@example.org, Age=65",anomaly
"2023-01-18 14:28:49 [main] INFO com.example.UserService - Adding a new user: First Name=Samarth, Last Name=Saha, Email=ramakrishnanindrajit@example.com, Age=29",normal
"2023-01-11 20:10:48 [main] INFO com.example.UserService - Adding a new user: First Name=Yuvaan, Last Name=Reddy, Email=seminaaya@example.net, Age=31",normal
"2023-01-14 20:10:28 [main] INFO com.example.UserService - Adding a new user: First Name=Dharmajan, Last Name=Khanna, Email=adahbhardwaj@example.org, Age=27",normal
"2023-03-31 15:55:09 [main] INFO com.example.UserService - Adding a new user: First Name=Miraan, Last Name=Dhar, Email=kbandi@example.com, Age=57",normal
"2023-03-10 01:10:18 [main] INFO com.example.UserService - Adding a new user: First Name=Indranil, Last Name=CONNECT 172.65.27.22 HOME, Email=dorareyansh@example.net, Age=18",anomaly
"2023-03-22 05:33:17 [main] INFO com.example.UserService - Adding a new user: First Name=Farhan, Last Name=Saha, Email=tkamdar@example.net, Age=61",normal
"2023-02-05 06:38:34 [main] INFO com.example.UserService - Adding a new user: First Name=Saanvi, Last Name=CONNECT 172.65.27.22 HOME, Email=kroy@example.org, Age=66",anomaly
"2023-01-14 01:36:59 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=cbhavsar@example.net, Age=19",normal
"2023-02-13 19:10:44 [main] INFO com.example.UserService - Adding a new user: First Name=Amani, Last Name=Wadhwa, Email=aggarwalbaiju@example.net, Age=23",normal
"2023-04-06 00:59:51 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=CONNECT 172.65.27.22 HOME, Email=chaudhrynayantara@example.com, Age=59",anomaly
"2023-04-13 06:08:06 [main] INFO com.example.UserService - Adding a new user: First Name=Ehsaan, Last Name=CONNECT 172.65.27.22 HOME, Email=rheadeshpande@example.com, Age=64",anomaly
"2023-01-31 07:27:21 [main] INFO com.example.UserService - Adding a new user: First Name=Amira, Last Name=Bhat, Email=rattarhea@example.org, Age=64",normal
"2023-05-03 23:04:58 [main] INFO com.example.UserService - Adding a new user: First Name=Nayantara, Last Name=Bhatti, Email=obakshi@example.org, Age=21",normal
"2023-03-17 10:27:07 [main] INFO com.example.UserService - Adding a new user: First Name=Zain, Last Name=CONNECT 172.65.27.22 HOME, Email=zshroff@example.net, Age=21",anomaly
"2023-04-02 23:30:46 [main] INFO com.example.UserService - Adding a new user: First Name=Vritika, Last Name=Sagar, Email=badalviswanathan@example.com, Age=18",normal
"2023-03-24 14:35:12 [main] INFO com.example.UserService - Adding a new user: First Name=Ritvik, Last Name=Vasa, Email=ramanaayush@example.net, Age=54",normal
"2023-03-14 15:42:04 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=cbhasin@example.com, Age=24",normal
"2023-04-20 00:00:00 [main] INFO com.example.UserService - Adding a new user: First Name=Uthkarsh, Last Name=Kale, Email=shayakdani@example.net, Age=53",normal
"2023-01-03 05:14:26 [main] INFO com.example.UserService - Adding a new user: First Name=Parinaaz, Last Name=Bora, Email=gbiswas@example.com, Age=23",normal
"2023-04-04 04:05:22 [main] INFO com.example.UserService - Adding a new user: First Name=Reyansh, Last Name=Deep, Email=dbhavsar@example.com, Age=19",normal
"2023-05-16 03:06:06 [main] INFO com.example.UserService - Adding a new user: First Name=Ishaan, Last Name=Kant, Email=rati94@example.net, Age=34",normal
"2023-04-01 04:01:19 [main] INFO com.example.UserService - Adding a new user: First Name=null, Last Name=null, Email=khushi23@example.net, Age=30",normal
"2023-03-27 04:01:15 [main] INFO com.example.UserService - Adding a new user: First Name=Adira, Last Name=Bains, Email=garabadal@example.net, Age=37",normal
"2023-05-13 07:19:01 [main] INFO com.example.UserService - Adding a new user: First Name=Raunak, Last Name=<IMG src=""..""/>, Email=kaira12@example.com, Age=23",anomaly
"2023-02-20 02:28:35 [main] INFO com.example.UserService - Adding a new user: First Name=Drishya, Last Name=Hari, Email=rasha50@example.net, Age=41",normal
"2023-04-06 22:08:36 [main] INFO com.example.UserService - Adding a new user: First Name=Shlok, Last Name=Chaudhry, Email=dewandevansh@example.org, Age=24",normal
"2023-02-01 10:16:02 [main] INFO com.example.UserService - Adding a new user: First Name=Neysa, Last Name=Verma, Email=bhatttejas@example.com, Age=21",normal
"2023-05-25 14:18:23 [main] INFO com.example.UserService - Adding a new user: First Name=Vritika, Last Name=Shanker, Email=tarinijayaraman@example.com, Age=21",normal
"2023-05-04 08:53:25 [main] INFO com.example.UserService - Adding a new user: First Name=Vanya, Last Name=CONNECT 172.65.27.22 HOME, Email=divij34@example.org, Age=46",anomaly
"2023-01-07 21:08:15 [main] INFO com.example.UserService - Adding a new user: First Name=Vardaniya, Last Name=Sarna, Email=drishya40@example.net, Age=47",normal
"2023-05-27 08:28:29 [main] INFO com.example.UserService - Adding a new user: First Name=Aarna, Last Name=<IMG src=""..""/>, Email=jsaha@example.com, Age=26",anomaly
